"sno","repo_name","repo_url","description","stars","language","last_updated","scraped_at","has_features","feature_count","feature_info","is_accessible","accessibility_info","validated_at","id","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","hasWiki","isArchived","isDisabled","isLocked","languages","topics"
"654","jboss-container-images/jboss-processserver-6-openshift-image","https://github.com/jboss-container-images/jboss-processserver-6-openshift-image","Red Hat JBoss BPM Suite Intelligent Process Server 6 OpenShift container images","1","Gherkin","2019-08-16T16:01:19Z","2026-04-06T15:26:37.136567","true","3","3 .feature files found","true","OK","2026-04-10T08:50:54Z","95658622","false","49","6","0","7","Gherkin","6.4.x","Apache License 2.0","https://access.redhat.com/documentation/en-us/red_hat_jboss_middleware_for_openshift/3/html/red_hat_jboss_bpm_suite_intelligent_process_server_for_openshift/","1","1","5","136","2017-06-28T10:45:37Z","2019-08-16T16:01:19Z","2019-08-16T16:01:21Z","0","0","49","0","false","false","false","false","",""
"655","miya0001/behat-wp-theme-review","https://github.com/miya0001/behat-wp-theme-review","Behat based automated theme review","1","Gherkin","2016-11-17T10:55:46Z","2026-04-06T15:26:37.136579","true","3","3 .feature files found","true","OK","2026-04-10T08:51:08Z","72428577","false","89","1","0","1","Cucumber","master","","","1","1","0","210","2016-10-31T11:03:39Z","2016-11-17T10:55:46Z","2017-07-07T05:43:02Z","0","0","0","0","true","false","false","false","",""
"656","GarbAraujo/exercicos-ebac","https://github.com/GarbAraujo/exercicos-ebac","Exercícios da EBAC do curso de qualidade de software","1","Gherkin","2025-07-01T20:26:39Z","2026-04-06T15:26:37.136608","true","3","3 .feature files found","true","OK","2026-04-10T08:51:46Z","902951780","false","9","2","0","0","Gherkin","main","","","1","1","0","5724","2024-12-13T15:57:02Z","2025-07-01T20:26:39Z","2025-07-01T20:26:42Z","0","0","0","0","true","false","false","false","",""
"657","Sdaas/karate-mock-server","https://github.com/Sdaas/karate-mock-server","N/A","1","Gherkin","2021-02-25T04:23:42Z","2026-04-06T15:26:37.136622","true","3","3 .feature files found","true","OK","2026-04-10T08:52:06Z","340643672","false","8","1","0","0","Gherkin","main","MIT License","","1","1","0","16425","2021-02-20T11:58:42Z","2021-02-25T04:23:42Z","2022-06-02T20:43:44Z","0","0","0","0","true","false","false","false","",""
"658","DanielVictor0/Exercicios-Ebac-QA","https://github.com/DanielVictor0/Exercicios-Ebac-QA","Exercicios da Ebac do Curso de QA","1","Gherkin","2024-05-04T04:04:52Z","2026-04-06T15:26:37.136626","true","3","3 .feature files found","true","OK","2026-04-10T08:52:11Z","687207859","false","21","1","0","0","Gherkin","main","","","1","1","0","2219","2023-09-04T21:56:50Z","2024-05-04T04:04:52Z","2024-06-25T17:20:32Z","0","0","0","0","true","false","false","false","",""
"659","oleksandrblazhko/ai-214-petrikov","https://github.com/oleksandrblazhko/ai-214-petrikov","N/A","1","Gherkin","2023-09-27T21:05:38Z","2026-04-06T15:26:37.136630","true","3","3 .feature files found","true","OK","2026-04-10T08:52:16Z","686690040","false","41","4","0","0","Gherkin","main","","","1","1","2","628","2023-09-03T16:21:49Z","2023-09-27T21:05:38Z","2023-09-26T18:27:58Z","0","0","2","0","true","false","false","false","",""
"660","1cto/TaskForCandidates","https://github.com/1cto/TaskForCandidates","Задачи для соискателей","1","Gherkin","2017-05-30T17:54:07Z","2026-04-06T15:26:40.383622","true","3","3 .feature files found","true","OK","2026-04-10T08:53:04Z","51696813","false","12","1","0","2","Gherkin","master","","","1","1","0","8","2016-02-14T14:00:14Z","2017-05-30T17:54:07Z","2020-01-29T17:32:28Z","3","3","0","0","true","false","false","false","",""
"661","brinxmat/gertua","https://github.com/brinxmat/gertua","N/A","1","Gherkin","2019-09-13T08:31:00Z","2026-04-06T15:26:40.383755","true","3","3 .feature files found","true","OK","2026-04-10T08:55:28Z","144974346","false","28","1","0","2","Gherkin","master","MIT License","","1","1","0","24","2018-08-16T10:40:56Z","2019-09-13T08:31:00Z","2019-09-13T08:31:02Z","0","0","0","0","true","false","false","false","",""
"662","isthisdesign/kostroma-20200131","https://github.com/isthisdesign/kostroma-20200131","N/A","1","Gherkin","2020-02-03T06:38:00Z","2026-04-06T15:26:40.383768","true","3","3 .feature files found","true","OK","2026-04-10T08:55:43Z","237367895","false","2","1","0","8","Gherkin","master","Apache License 2.0","","1","1","0","35","2020-01-31T05:40:25Z","2020-02-03T06:38:00Z","2020-11-09T08:16:53Z","0","0","0","0","true","false","false","false","",""
"663","lucasosses/exercicios_ebac","https://github.com/lucasosses/exercicios_ebac","exercicios da ebac - curso de teste de software","1","Gherkin","2025-05-08T12:46:38Z","2026-04-06T15:26:40.383785","true","3","3 .feature files found","true","OK","2026-04-10T08:56:02Z","964148468","false","9","1","0","0","Gherkin","main","","","1","1","0","4323","2025-04-10T19:03:01Z","2025-05-08T12:46:38Z","2025-05-23T22:35:36Z","0","0","0","0","true","false","false","false","",""
"664","oleksandrblazhko/ai-216-perepelitsya","https://github.com/oleksandrblazhko/ai-216-perepelitsya","N/A","1","Gherkin","2024-10-24T15:09:20Z","2026-04-06T15:26:40.383793","true","3","3 .feature files found","true","OK","2026-04-10T08:56:11Z","686690478","false","237","12","0","1","Gherkin","main","","","1","1","2","1760","2023-09-03T16:23:26Z","2024-10-24T15:09:20Z","2023-10-04T13:26:15Z","2","2","11","1","true","false","false","false","",""
"665","gustavoanderson/exercicios-ebac","https://github.com/gustavoanderson/exercicios-ebac","Exercício de Qualidade de Software da EBAC","1","Gherkin","2024-03-28T02:03:45Z","2026-04-06T15:26:40.383811","true","3","3 .feature files found","true","OK","2026-04-10T08:56:31Z","761955759","false","5","1","0","0","Gherkin","main","","","1","1","0","793","2024-02-22T20:00:19Z","2024-03-28T02:03:45Z","2024-09-11T03:26:53Z","0","0","0","0","true","false","false","false","",""
"666","felipemsilva2/cenarios-de-testes","https://github.com/felipemsilva2/cenarios-de-testes","Desenvolvi cenários de teste com Gherkin, usando linguagem natural, para garantir a qualidade do software, abrangendo fluxos de execução e requisitos, promovendo colaboração e cobertura completa.","1","Gherkin","2023-04-13T15:47:08Z","2026-04-06T15:26:40.383856","true","3","3 .feature files found","true","OK","2026-04-10T08:57:23Z","627492262","false","2","1","0","0","Gherkin","main","","","1","1","0","1","2023-04-13T15:20:57Z","2023-04-13T15:47:08Z","2023-07-12T00:58:35Z","0","0","0","0","false","false","false","false","",""
"667","rhenao112/karacumgraph","https://github.com/rhenao112/karacumgraph","Example Karate + Cucumber + GraphQL","1","Gherkin","2020-07-17T15:56:42Z","2026-04-06T15:26:40.383860","true","3","3 .feature files found","true","OK","2026-04-10T08:57:27Z","280442967","false","3","1","0","2","Gherkin","master","","","1","1","0","61","2020-07-17T14:17:26Z","2020-07-17T15:56:42Z","2020-07-17T16:04:54Z","0","0","0","0","true","false","false","false","",""
"668","oleksandrblazhko/ai-215-berdnik","https://github.com/oleksandrblazhko/ai-215-berdnik","N/A","1","Gherkin","2023-12-05T07:13:39Z","2026-04-06T15:26:40.383892","true","3","3 .feature files found","true","OK","2026-04-10T08:58:03Z","686690194","false","72","10","0","0","Gherkin","main","","","1","1","2","1321","2023-09-03T16:22:20Z","2023-12-05T07:13:39Z","2023-10-21T10:32:08Z","6","6","11","1","true","false","false","false","",""
"669","oleksandrblazhko/ai-216-zaporozhchenko","https://github.com/oleksandrblazhko/ai-216-zaporozhchenko","N/A","1","Gherkin","2023-12-01T12:15:14Z","2026-04-06T15:26:40.383897","true","3","3 .feature files found","true","OK","2026-04-10T08:58:08Z","686690422","false","144","11","0","0","Gherkin","main","","","1","1","2","2318","2023-09-03T16:23:13Z","2023-12-01T12:15:14Z","2023-10-04T18:11:31Z","2","2","10","1","true","false","false","false","",""
"670","camaraproject/DedicatedNetworks","https://github.com/camaraproject/DedicatedNetworks","Sandbox API repository for DedicatedNetworks APIs","1","Gherkin","2026-03-12T13:23:25Z","2026-04-06T15:26:40.383905","true","3","3 .feature files found","true","OK","2026-04-10T08:58:19Z","865962137","false","206","9","2","6","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/XIArAQ","1","1","7","261","2024-10-01T12:16:35Z","2026-03-12T13:23:25Z","2026-03-12T13:23:31Z","13","13","58","3","false","false","false","false","","camara-sp-connectivity-quality-management,sandbox-api-repository"
"671","oleksandrblazhko/ai-215-smilyanskij","https://github.com/oleksandrblazhko/ai-215-smilyanskij","N/A","1","Gherkin","2024-10-01T15:29:46Z","2026-04-06T15:26:40.383936","true","3","3 .feature files found","true","OK","2026-04-10T08:58:50Z","686690328","false","13","7","0","0","Gherkin","main","","","1","1","2","598","2023-09-03T16:22:51Z","2024-10-01T15:29:46Z","2023-11-17T11:24:22Z","3","3","5","2","true","false","false","false","",""
"672","oleksandrblazhko/ai-213-fokin","https://github.com/oleksandrblazhko/ai-213-fokin","N/A","1","Gherkin","2023-12-11T16:03:52Z","2026-04-06T15:26:40.383941","true","3","3 .feature files found","true","OK","2026-04-10T08:58:55Z","686689770","false","43","11","0","0","Gherkin","main","","","1","1","2","1061","2023-09-03T16:21:01Z","2023-12-11T16:03:52Z","2023-11-29T09:11:53Z","9","9","10","8","true","false","false","false","",""
"673","leonardohipolito/ebac","https://github.com/leonardohipolito/ebac","N/A","1","Gherkin","2022-04-09T17:46:41Z","2026-04-06T15:26:40.383954","true","3","3 .feature files found","true","OK","2026-04-10T08:59:11Z","477192399","false","2","1","0","0","Gherkin","master","","","1","1","0","3","2022-04-02T23:15:52Z","2022-04-09T17:46:41Z","2023-03-09T02:32:01Z","0","0","0","0","true","false","false","false","",""
"674","Omarimai/TDD-AGENT","https://github.com/Omarimai/TDD-AGENT","This repo is a part of a project that automates the TDD cycle by detecting new test files in your GitHub repository and using AI to progressively build an implementation that satisfies all tests. ","1","Gherkin","2025-04-09T14:53:10Z","2026-04-06T15:26:40.383958","true","3","3 .feature files found","true","OK","2026-04-10T08:59:16Z","958346309","false","57","2","0","0","Gherkin","main","Apache License 2.0","","1","1","0","215","2025-04-01T03:39:58Z","2025-04-09T14:53:10Z","2025-04-09T14:02:55Z","0","0","0","0","true","false","false","false","",""
"675","krazyideas/test","https://github.com/krazyideas/test","Functional and Performance Testing","1","Gherkin","2016-07-04T14:30:29Z","2026-04-06T15:26:40.383988","true","3","3 .feature files found","true","OK","2026-04-10T08:59:54Z","62056172","false","3","1","0","0","Cucumber","master","Apache License 2.0","","1","1","0","57","2016-06-27T12:57:24Z","2016-07-04T14:30:29Z","2017-01-23T13:55:14Z","0","0","0","0","true","false","false","false","",""
"676","FriendsOfBehat/SuiteSettingsExtension","https://github.com/FriendsOfBehat/SuiteSettingsExtension",":paperclip: Allows to overwrite suites' default settings.","215","Gherkin","2021-02-05T14:35:33Z","2026-04-06T15:26:09.532346","true","2","2 .feature files found","true","OK","2026-04-10T07:38:09Z","63983965","false","36","1","2","3","Gherkin","master","MIT License","","215","215","2","31","2016-07-22T21:18:47Z","2021-02-05T14:35:33Z","2025-12-09T19:29:41Z","0","0","13","0","false","false","false","false","","behat,behat-extension,php"
"677","selenium-cucumber/selenium-cucumber-java-maven-example","https://github.com/selenium-cucumber/selenium-cucumber-java-maven-example","Behavior driven development (BDD) approach to write automation test scripts to test web applications.","102","Gherkin","2020-10-02T03:02:24Z","2026-04-06T15:26:09.532437","true","2","2 .feature files found","true","OK","2026-04-10T07:39:58Z","104098027","false","52","2","0","225","Gherkin","master","MIT License","https://seleniumcucumber.info/","102","102","0","1592","2017-09-19T16:13:11Z","2020-10-02T03:02:24Z","2026-03-23T14:25:04Z","5","5","0","1","true","false","false","false","",""
"678","wp-cli/search-replace-command","https://github.com/wp-cli/search-replace-command","Searches/replaces strings in the database.","59","Gherkin","2026-03-27T11:50:06Z","2026-04-06T15:26:09.532495","true","2","2 .feature files found","true","OK","2026-04-10T07:41:20Z","84850883","false","1611","7","46","46","Gherkin","main","MIT License","","59","59","74","8953","2017-03-13T16:42:48Z","2026-03-27T11:50:06Z","2026-03-27T11:50:09Z","16","16","153","4","false","false","false","false","","cli,database,db,grep,hacktoberfest,replace,search,wordpress,wp-cli,wp-cli-package"
"679","allure-framework/allure-cucumber","https://github.com/allure-framework/allure-cucumber","Deprecated, use https://github.com/allure-framework/allure-ruby instead","35","Gherkin","2019-10-16T11:38:52Z","2026-04-06T15:26:09.532603","true","2","2 .feature files found","true","OK","2026-04-10T07:43:47Z","22270376","false","76","1","0","21","Gherkin","master","Other","","35","35","10","65","2014-07-25T20:47:58Z","2019-10-16T11:38:52Z","2025-07-22T03:02:00Z","0","0","33","0","true","true","false","false","",""
"680","techservicesillinois/terraform-aws-ecs-service","https://github.com/techservicesillinois/terraform-aws-ecs-service","Provides an ECS service with numerous options that can be controlled by caller","32","Gherkin","2026-02-24T16:43:55Z","2026-04-06T15:26:09.532618","true","2","2 .feature files found","true","OK","2026-04-10T07:44:07Z","154729112","false","31","1","0","33","Gherkin","main","MIT License","","32","32","5","94","2018-10-25T19:52:58Z","2026-02-24T16:43:55Z","2026-02-24T16:38:51Z","8","8","29","0","true","false","false","false","",""
"681","middleman/middleman-asciidoc","https://github.com/middleman/middleman-asciidoc",":beginner: AsciiDoc support for Middleman 4. (In Middleman 3, AsciiDoc support is provided by a core extension).","27","Gherkin","2023-10-31T08:52:28Z","2026-04-06T15:26:09.532636","true","2","2 .feature files found","true","OK","2026-04-10T07:44:32Z","18255510","false","260","2","0","11","Gherkin","main","Other","https://middlemanapp.com","27","27","5","258","2014-03-30T02:10:04Z","2023-10-31T08:52:28Z","2025-12-04T07:13:43Z","7","7","50","1","false","false","false","false","","asciidoc,asciidoctor,middleman-extension,ruby"
"682","camaraproject/NumberVerification","https://github.com/camaraproject/NumberVerification","Incubating API Repository for the NumberVerification API","21","Gherkin","2026-03-19T08:57:06Z","2026-04-06T15:26:13.132175","true","2","2 .feature files found","true","OK","2026-04-10T07:45:45Z","553455604","false","525","10","9","25","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/XzTe","21","21","13","932","2022-10-18T08:40:56Z","2026-03-19T08:57:06Z","2026-03-19T08:57:12Z","3","3","109","1","false","false","false","false","","camara-sp-number-insights,incubating-api-repository"
"683","uestc-lese/SPGRL","https://github.com/uestc-lese/SPGRL","N/A","18","Gherkin","2022-09-01T06:15:38Z","2026-04-06T15:26:13.132239","true","2","2 .feature files found","true","OK","2026-04-10T07:47:13Z","456965715","false","24","1","0","3","Gherkin","main","","","18","18","0","27417","2022-02-08T14:25:43Z","2022-09-01T06:15:38Z","2025-08-15T04:47:27Z","0","0","0","0","true","false","false","false","",""
"684","codewiser116/karate","https://github.com/codewiser116/karate","N/A","15","Gherkin","2024-04-30T14:51:18Z","2026-04-06T15:26:13.132286","true","2","2 .feature files found","true","OK","2026-04-10T07:48:15Z","773400564","false","3","1","0","14","Gherkin","main","","","15","15","2","367","2024-03-17T15:07:32Z","2024-04-30T14:51:18Z","2025-05-01T22:54:04Z","0","0","0","0","true","false","false","false","",""
"685","camaraproject/OTPValidation","https://github.com/camaraproject/OTPValidation","Incubating API repository for the OTPValidation API","14","Gherkin","2026-03-19T10:00:51Z","2026-04-06T15:26:13.132310","true","2","2 .feature files found","true","OK","2026-04-10T07:48:51Z","553465492","false","408","3","8","16","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/yDXe","14","14","9","693","2022-10-18T08:59:49Z","2026-03-19T10:00:51Z","2026-03-19T10:00:57Z","5","5","71","0","false","false","false","false","","camara-sp-number-insights,incubating-api-repository"
"686","shunsunsun/GraphModel","https://github.com/shunsunsun/GraphModel","Large Scale Graphical Model","10","Gherkin","2018-06-07T04:29:19Z","2026-04-06T15:26:13.132390","true","2","2 .feature files found","true","OK","2026-04-10T07:50:43Z","137484723","false","35","1","0","27","Gherkin","master","","","10","10","4","3487","2018-06-15T12:24:51Z","2018-06-07T04:29:19Z","2023-08-22T07:50:39Z","0","0","0","0","true","false","false","false","",""
"687","ZichenWen1/AHGFC","https://github.com/ZichenWen1/AHGFC","The source code for “Homophily-Related: Adaptive Hybrid Graph Filter for Multi-View Graph Clustering”","10","Gherkin","2024-04-10T11:58:08Z","2026-04-06T15:26:13.132400","true","2","2 .feature files found","true","OK","2026-04-10T07:50:59Z","784158046","false","28","1","0","2","Gherkin","master","","","10","10","0","35723","2024-04-09T09:51:22Z","2024-04-10T11:58:08Z","2025-07-05T14:14:35Z","1","1","0","0","false","false","false","false","",""
"688","camaraproject/ConnectivityInsights","https://github.com/camaraproject/ConnectivityInsights","Sandbox API repository for ConnectivityInsights API(s)","9","Gherkin","2026-03-16T20:52:57Z","2026-04-06T15:26:13.132443","true","2","2 .feature files found","true","OK","2026-04-10T07:51:48Z","713904947","false","309","33","6","9","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/KTLe","9","9","11","969","2023-11-03T13:40:54Z","2026-03-16T20:52:57Z","2026-03-16T20:53:02Z","4","4","71","0","false","false","false","false","","sandbox-api-repository"
